Entity,Code,Date,Daily new confirmed cases of COVID-19 per million people (cases)
Afghanistan,AFG,"Feb 25, 2020",0.026
Afghanistan,AFG,"Mar 8, 2020",0.077
Afghanistan,AFG,"Mar 11, 2020",0.077
Afghanistan,AFG,"Mar 15, 2020",0.077
Afghanistan,AFG,"Mar 16, 2020",0.154
Afghanistan,AFG,"Mar 17, 2020",0.128
Afghanistan,AFG,"Mar 18, 2020",0.026
Afghanistan,AFG,"Mar 21, 2020",0.051
Afghanistan,AFG,"Mar 23, 2020",0.257
Afghanistan,AFG,"Mar 24, 2020",0.154
Afghanistan,AFG,"Mar 25, 2020",0.051
Afghanistan,AFG,"Mar 26, 2020",0.848
Afghanistan,AFG,"Mar 28, 2020",0.411
Afghanistan,AFG,"Mar 29, 2020",0.385
Afghanistan,AFG,"Mar 30, 2020",0.206
Afghanistan,AFG,"Mar 31, 2020",0.694
Afghanistan,AFG,"Apr 1, 2020",0.642
Afghanistan,AFG,"Apr 2, 2020",0.668
Afghanistan,AFG,"Apr 3, 2020",1.105
Afghanistan,AFG,"Apr 5, 2020",0.899
Afghanistan,AFG,"Apr 6, 2020",0.745
Afghanistan,AFG,"Apr 7, 2020",0.976
Afghanistan,AFG,"Apr 8, 2020",0.771
Afghanistan,AFG,"Apr 9, 2020",1.439
Afghanistan,AFG,"Apr 10, 2020",1.567
Afghanistan,AFG,"Apr 11, 2020",0.95
Afghanistan,AFG,"Apr 12, 2020",0.873
Afghanistan,AFG,"Apr 13, 2020",1.336
Afghanistan,AFG,"Apr 14, 2020",1.49
Afghanistan,AFG,"Apr 15, 2020",1.259
Afghanistan,AFG,"Apr 16, 2020",1.798
Afghanistan,AFG,"Apr 17, 2020",0.257
Afghanistan,AFG,"Apr 18, 2020",1.31
Afghanistan,AFG,"Apr 19, 2020",1.618
Afghanistan,AFG,"Apr 20, 2020",2.261
Afghanistan,AFG,"Apr 21, 2020",0.899
Afghanistan,AFG,"Apr 22, 2020",1.567
Afghanistan,AFG,"Apr 23, 2020",2.158
Afghanistan,AFG,"Apr 24, 2020",2.697
Afghanistan,AFG,"Apr 25, 2020",1.798
Afghanistan,AFG,"Apr 26, 2020",2.877
Afghanistan,AFG,"Apr 27, 2020",1.747
Afghanistan,AFG,"Apr 28, 2020",4.418
Afghanistan,AFG,"Apr 29, 2020",3.185
Afghanistan,AFG,"Apr 30, 2020",3.134
Afghanistan,AFG,"May 1, 2020",5.703
Afghanistan,AFG,"May 2, 2020",4.213
Afghanistan,AFG,"May 3, 2020",3.442
Africa,,"Feb 15, 2020",0.001
Africa,,"Feb 26, 2020",0.001
Africa,,"Feb 28, 2020",0.001
Africa,,"Mar 1, 2020",0.001
Africa,,"Mar 2, 2020",0.001
Africa,,"Mar 3, 2020",0.002
Africa,,"Mar 4, 2020",0.001
Africa,,"Mar 5, 2020",0.007
Africa,,"Mar 6, 2020",0.007
Africa,,"Mar 7, 2020",0.01
Africa,,"Mar 8, 2020",0.001
Africa,,"Mar 9, 2020",0.029
Africa,,"Mar 10, 2020",0.009
Africa,,"Mar 11, 2020",0.007
Africa,,"Mar 12, 2020",0.01
Africa,,"Mar 13, 2020",0.031
Africa,,"Mar 14, 2020",0.032
Africa,,"Mar 15, 2020",0.028
Africa,,"Mar 16, 2020",0.063
Africa,,"Mar 17, 2020",0.058
Africa,,"Mar 18, 2020",0.069
Africa,,"Mar 19, 2020",0.104
Africa,,"Mar 20, 2020",0.083
Africa,,"Mar 21, 2020",0.172
Africa,,"Mar 22, 2020",0.15
Africa,,"Mar 23, 2020",0.159
Africa,,"Mar 24, 2020",0.26
Africa,,"Mar 25, 2020",0.347
Africa,,"Mar 26, 2020",0.363
Africa,,"Mar 27, 2020",0.439
Africa,,"Mar 28, 2020",0.392
Africa,,"Mar 29, 2020",0.239
Africa,,"Mar 30, 2020",0.377
Africa,,"Mar 31, 2020",0.379
Africa,,"Apr 1, 2020",0.365
Africa,,"Apr 2, 2020",0.464
Africa,,"Apr 3, 2020",0.474
Africa,,"Apr 4, 2020",0.466
Africa,,"Apr 5, 2020",0.695
Africa,,"Apr 6, 2020",0.548
Africa,,"Apr 7, 2020",0.468
Africa,,"Apr 8, 2020",0.539
Africa,,"Apr 9, 2020",0.688
Africa,,"Apr 10, 2020",0.622
Africa,,"Apr 11, 2020",0.501
Africa,,"Apr 12, 2020",0.533
Africa,,"Apr 13, 2020",0.639
Africa,,"Apr 14, 2020",0.574
Africa,,"Apr 15, 2020",0.738
Africa,,"Apr 16, 2020",0.718
Africa,,"Apr 17, 2020",0.81
Africa,,"Apr 18, 2020",1.17
Africa,,"Apr 19, 2020",0.865
Africa,,"Apr 20, 2020",0.929
Africa,,"Apr 21, 2020",0.719
Africa,,"Apr 22, 2020",1.007
Africa,,"Apr 23, 2020",0.797
Africa,,"Apr 24, 2020",1.145
Africa,,"Apr 25, 2020",1.383
Africa,,"Apr 26, 2020",0.926
Africa,,"Apr 27, 2020",1.068
Africa,,"Apr 28, 2020",1.056
Africa,,"Apr 29, 2020",1.32
Africa,,"Apr 30, 2020",1.345
Africa,,"May 1, 2020",1.578
Africa,,"May 2, 2020",1.422
Africa,,"May 3, 2020",1.506
Albania,ALB,"Mar 9, 2020",0.695
Albania,ALB,"Mar 10, 2020",1.39
Albania,ALB,"Mar 11, 2020",1.39
Albania,ALB,"Mar 12, 2020",0.347
Albania,ALB,"Mar 13, 2020",4.17
Albania,ALB,"Mar 14, 2020",3.475
Albania,ALB,"Mar 15, 2020",1.737
Albania,ALB,"Mar 16, 2020",1.39
Albania,ALB,"Mar 17, 2020",3.127
Albania,ALB,"Mar 18, 2020",1.39
Albania,ALB,"Mar 19, 2020",1.39
Albania,ALB,"Mar 20, 2020",3.822
Albania,ALB,"Mar 22, 2020",2.085
Albania,ALB,"Mar 23, 2020",4.517
Albania,ALB,"Mar 24, 2020",3.822
Albania,ALB,"Mar 25, 2020",7.992
Albania,ALB,"Mar 26, 2020",7.992
Albania,ALB,"Mar 27, 2020",9.73
Albania,ALB,"Mar 28, 2020",4.17
Albania,ALB,"Mar 29, 2020",3.822
Albania,ALB,"Mar 30, 2020",5.212
Albania,ALB,"Mar 31, 2020",3.822
Albania,ALB,"Apr 1, 2020",6.95
Albania,ALB,"Apr 2, 2020",5.56
Albania,ALB,"Apr 3, 2020",6.255
Albania,ALB,"Apr 4, 2020",9.382
Albania,ALB,"Apr 5, 2020",10.077
Albania,ALB,"Apr 6, 2020",9.73
Albania,ALB,"Apr 7, 2020",5.56
Albania,ALB,"Apr 8, 2020",2.085
Albania,ALB,"Apr 9, 2020",5.907
Albania,ALB,"Apr 10, 2020",3.127
Albania,ALB,"Apr 11, 2020",2.432
Albania,ALB,"Apr 12, 2020",5.907
Albania,ALB,"Apr 13, 2020",4.517
Albania,ALB,"Apr 14, 2020",7.297
Albania,ALB,"Apr 15, 2020",2.78
Albania,ALB,"Apr 16, 2020",6.602
Albania,ALB,"Apr 17, 2020",8.34
Albania,ALB,"Apr 18, 2020",7.297
Albania,ALB,"Apr 19, 2020",3.127
Albania,ALB,"Apr 20, 2020",4.865
Albania,ALB,"Apr 21, 2020",7.645
Albania,ALB,"Apr 22, 2020",8.687
Albania,ALB,"Apr 23, 2020",8.687
Albania,ALB,"Apr 24, 2020",10.077
Albania,ALB,"Apr 25, 2020",5.212
Albania,ALB,"Apr 26, 2020",11.815
Albania,ALB,"Apr 27, 2020",4.865
Albania,ALB,"Apr 28, 2020",3.475
Albania,ALB,"Apr 29, 2020",4.865
Albania,ALB,"Apr 30, 2020",5.56
Albania,ALB,"May 1, 2020",2.432
Albania,ALB,"May 2, 2020",3.127
Albania,ALB,"May 3, 2020",2.432
Algeria,DZA,"Feb 26, 2020",0.023
Algeria,DZA,"Mar 1, 2020",0.046
Algeria,DZA,"Mar 4, 2020",0.046
Algeria,DZA,"Mar 5, 2020",0.16
Algeria,DZA,"Mar 6, 2020",0.114
Algeria,DZA,"Mar 9, 2020",0.068
Algeria,DZA,"Mar 13, 2020",0.114
Algeria,DZA,"Mar 14, 2020",0.023
Algeria,DZA,"Mar 15, 2020",0.251
Algeria,DZA,"Mar 16, 2020",0.251
Algeria,DZA,"Mar 17, 2020",0.228
Algeria,DZA,"Mar 18, 2020",0.046
Algeria,DZA,"Mar 19, 2020",0.274
Algeria,DZA,"Mar 20, 2020",0.41
Algeria,DZA,"Mar 21, 2020",0.274
Algeria,DZA,"Mar 22, 2020",0.844
Algeria,DZA,"Mar 23, 2020",1.414
Algeria,DZA,"Mar 24, 2020",0.661
Algeria,DZA,"Mar 25, 2020",0.775
Algeria,DZA,"Mar 26, 2020",0.867
Algeria,DZA,"Mar 27, 2020",1.482
Algeria,DZA,"Mar 28, 2020",0.958
Algeria,DZA,"Mar 29, 2020",1.026
Algeria,DZA,"Mar 30, 2020",1.3
Algeria,DZA,"Mar 31, 2020",1.665
Algeria,DZA,"Apr 1, 2020",3.01
Algeria,DZA,"Apr 2, 2020",2.987
Algeria,DZA,"Apr 3, 2020",3.17
Algeria,DZA,"Apr 4, 2020",4.219
Algeria,DZA,"Apr 5, 2020",1.824
Algeria,DZA,"Apr 6, 2020",1.574
Algeria,DZA,"Apr 7, 2020",2.349
Algeria,DZA,"Apr 8, 2020",1.026
Algeria,DZA,"Apr 9, 2020",2.372
Algeria,DZA,"Apr 10, 2020",2.144
Algeria,DZA,"Apr 11, 2020",2.166
Algeria,DZA,"Apr 12, 2020",1.459
Algeria,DZA,"Apr 13, 2020",2.03
Algeria,DZA,"Apr 14, 2020",1.574
Algeria,DZA,"Apr 15, 2020",1.984
Algeria,DZA,"Apr 16, 2020",2.052
Algeria,DZA,"Apr 17, 2020",2.463
Algeria,DZA,"Apr 18, 2020",3.421
Algeria,DZA,"Apr 19, 2020",2.668
Algeria,DZA,"Apr 20, 2020",2.144
Algeria,DZA,"Apr 21, 2020",2.03
Algeria,DZA,"Apr 22, 2020",2.121
Algeria,DZA,"Apr 23, 2020",2.258
Algeria,DZA,"Apr 24, 2020",2.212
Algeria,DZA,"Apr 25, 2020",2.737
Algeria,DZA,"Apr 26, 2020",2.942
Algeria,DZA,"Apr 27, 2020",2.873
Algeria,DZA,"Apr 28, 2020",3.079
Algeria,DZA,"Apr 29, 2020",3.01
Algeria,DZA,"Apr 30, 2020",4.538
Algeria,DZA,"May 1, 2020",3.603
Algeria,DZA,"May 2, 2020",3.375
Algeria,DZA,"May 3, 2020",3.215
Andorra,AND,"Mar 3, 2020",12.942
Andorra,AND,"Mar 14, 2020",12.942
Andorra,AND,"Mar 16, 2020",38.827
Andorra,AND,"Mar 17, 2020",116.482
Andorra,AND,"Mar 19, 2020",504.756
Andorra,AND,"Mar 20, 2020",284.734
Andorra,AND,"Mar 22, 2020",168.252
Andorra,AND,"Mar 23, 2020",323.562
Andorra,AND,"Mar 24, 2020",258.849
Andorra,AND,"Mar 25, 2020",401.217
Andorra,AND,"Mar 26, 2020",310.619
Andorra,AND,"Mar 27, 2020",465.929
Andorra,AND,"Mar 28, 2020",556.526
Andorra,AND,"Mar 29, 2020",530.641
Andorra,AND,"Mar 30, 2020",336.504
Andorra,AND,"Mar 31, 2020",465.929
Andorra,AND,"Apr 1, 2020",77.655
Andorra,AND,"Apr 2, 2020",181.195
Andorra,AND,"Apr 3, 2020",491.814
Andorra,AND,"Apr 4, 2020",142.367
Andorra,AND,"Apr 5, 2020",349.447
Andorra,AND,"Apr 6, 2020",452.986
Andorra,AND,"Apr 7, 2020",323.562
Andorra,AND,"Apr 8, 2020",245.907
Andorra,AND,"Apr 9, 2020",245.907
Andorra,AND,"Apr 10, 2020",245.907
Andorra,AND,"Apr 11, 2020",232.964
Andorra,AND,"Apr 12, 2020",271.792
Andorra,AND,"Apr 13, 2020",207.08
Andorra,AND,"Apr 14, 2020",103.54
Andorra,AND,"Apr 15, 2020",168.252
Andorra,AND,"Apr 16, 2020",181.195
Andorra,AND,"Apr 17, 2020",116.482
Andorra,AND,"Apr 18, 2020",181.195
Andorra,AND,"Apr 19, 2020",103.54
Andorra,AND,"Apr 20, 2020",116.482
Andorra,AND,"Apr 21, 2020",51.77
Andorra,AND,"Apr 23, 2020",77.655
Andorra,AND,"Apr 24, 2020",12.942
Andorra,AND,"Apr 25, 2020",90.597
Andorra,AND,"Apr 26, 2020",25.885
Andorra,AND,"Apr 27, 2020",90.597
Andorra,AND,"Apr 28, 2020",38.827
Andorra,AND,"May 1, 2020",25.885
Andorra,AND,"May 2, 2020",12.942
Andorra,AND,"May 3, 2020",12.942
Angola,AGO,"Mar 22, 2020",0.061
Angola,AGO,"Mar 27, 2020",0.03
Angola,AGO,"Mar 28, 2020",0.03
Angola,AGO,"Mar 30, 2020",0.091
Angola,AGO,"Apr 2, 2020",0.03
Angola,AGO,"Apr 5, 2020",0.061
Angola,AGO,"Apr 6, 2020",0.122
Angola,AGO,"Apr 7, 2020",0.061
Angola,AGO,"Apr 8, 2020",0.03
Angola,AGO,"Apr 9, 2020",0.061
Angola,AGO,"Apr 19, 2020",0.152
Angola,AGO,"Apr 24, 2020",0.03
Angola,AGO,"Apr 27, 2020",0.03
Angola,AGO,"Apr 28, 2020",0.03
Angola,AGO,"May 2, 2020",0.061
Angola,AGO,"May 3, 2020",0.183
Anguilla,AIA,"Mar 27, 2020",133.316
Anguilla,AIA,"Apr 3, 2020",66.658
Antigua and Barbuda,ATG,"Mar 15, 2020",10.212
Antigua and Barbuda,ATG,"Mar 25, 2020",20.423
Antigua and Barbuda,ATG,"Mar 27, 2020",40.846
Antigua and Barbuda,ATG,"Apr 3, 2020",20.423
Antigua and Barbuda,ATG,"Apr 4, 2020",61.27
Antigua and Barbuda,ATG,"Apr 10, 2020",40.846
Antigua and Barbuda,ATG,"Apr 11, 2020",20.423
Antigua and Barbuda,ATG,"Apr 14, 2020",20.423
Antigua and Barbuda,ATG,"Apr 22, 2020",10.212
Antigua and Barbuda,ATG,"May 2, 2020",10.212
Argentina,ARG,"Mar 4, 2020",0.022
Argentina,ARG,"Mar 6, 2020",0.022
Argentina,ARG,"Mar 7, 2020",0.133
Argentina,ARG,"Mar 8, 2020",0.022
Argentina,ARG,"Mar 9, 2020",0.066
Argentina,ARG,"Mar 11, 2020",0.155
Argentina,ARG,"Mar 13, 2020",0.266
Argentina,ARG,"Mar 14, 2020",0.066
Argentina,ARG,"Mar 15, 2020",0.243
Argentina,ARG,"Mar 16, 2020",0.243
Argentina,ARG,"Mar 17, 2020",0.199
Argentina,ARG,"Mar 18, 2020",0.31
Argentina,ARG,"Mar 19, 2020",0.398
Argentina,ARG,"Mar 20, 2020",0.686
Argentina,ARG,"Mar 21, 2020",0.664
Argentina,ARG,"Mar 22, 2020",1.482
Argentina,ARG,"Mar 23, 2020",0.907
Argentina,ARG,"Mar 24, 2020",0.774
Argentina,ARG,"Mar 25, 2020",1.903
Argentina,ARG,"Mar 26, 2020",2.544
Argentina,ARG,"Mar 27, 2020",1.925
Argentina,ARG,"Mar 28, 2020",2.235
Argentina,ARG,"Mar 29, 2020",1.217
Argentina,ARG,"Mar 30, 2020",1.659
Argentina,ARG,"Mar 31, 2020",3.23
Argentina,ARG,"Apr 2, 2020",3.695
Argentina,ARG,"Apr 4, 2020",2.921
Argentina,ARG,"Apr 5, 2020",4.115
Argentina,ARG,"Apr 6, 2020",2.279
Argentina,ARG,"Apr 7, 2020",1.637
Argentina,ARG,"Apr 8, 2020",1.925
Argentina,ARG,"Apr 9, 2020",1.77
Argentina,ARG,"Apr 10, 2020",2.19
Argentina,ARG,"Apr 11, 2020",1.792
Argentina,ARG,"Apr 12, 2020",3.584
Argentina,ARG,"Apr 13, 2020",1.46
Argentina,ARG,"Apr 14, 2020",1.527
Argentina,ARG,"Apr 15, 2020",3.54
Argentina,ARG,"Apr 17, 2020",2.832
Argentina,ARG,"Apr 18, 2020",2.168
Argentina,ARG,"Apr 19, 2020",3.761
Argentina,ARG,"Apr 20, 2020",2.257
Argentina,ARG,"Apr 21, 2020",1.991
Argentina,ARG,"Apr 22, 2020",2.478
Argentina,ARG,"Apr 23, 2020",3.186
Argentina,ARG,"Apr 24, 2020",3.253
Argentina,ARG,"Apr 26, 2020",7.611
Argentina,ARG,"Apr 28, 2020",4.934
Argentina,ARG,"Apr 29, 2020",2.744
Argentina,ARG,"Apr 30, 2020",3.496
Argentina,ARG,"May 1, 2020",3.164
Argentina,ARG,"May 2, 2020",2.301
Argentina,ARG,"May 3, 2020",3.297
Armenia,ARM,"Mar 1, 2020",0.337
Armenia,ARM,"Mar 12, 2020",1.012
Armenia,ARM,"Mar 13, 2020",0.675
Armenia,ARM,"Mar 14, 2020",2.362
Armenia,ARM,"Mar 15, 2020",2.362
Armenia,ARM,"Mar 16, 2020",3.375
Armenia,ARM,"Mar 17, 2020",7.424
Armenia,ARM,"Mar 18, 2020",8.774
Armenia,ARM,"Mar 19, 2020",12.486
Armenia,ARM,"Mar 20, 2020",2.362
Armenia,ARM,"Mar 21, 2020",4.725
Armenia,ARM,"Mar 22, 2020",8.099
Armenia,ARM,"Mar 23, 2020",10.124
Armenia,ARM,"Mar 24, 2020",1.35
Armenia,ARM,"Mar 25, 2020",23.96
Armenia,ARM,"Mar 26, 2020",8.437
Armenia,ARM,"Mar 27, 2020",13.161
Armenia,ARM,"Mar 28, 2020",14.511
Armenia,ARM,"Mar 29, 2020",17.548
Armenia,ARM,"Mar 31, 2020",19.573
Armenia,ARM,"Apr 1, 2020",16.873
Armenia,ARM,"Apr 2, 2020",13.161
Armenia,ARM,"Apr 3, 2020",31.047
Armenia,ARM,"Apr 4, 2020",24.635
Armenia,ARM,"Apr 5, 2020",11.474
Armenia,ARM,"Apr 6, 2020",17.548
Armenia,ARM,"Apr 7, 2020",3.712
Armenia,ARM,"Apr 8, 2020",6.749
Armenia,ARM,"Apr 9, 2020",9.449
Armenia,ARM,"Apr 10, 2020",13.499
Armenia,ARM,"Apr 11, 2020",5.4
Armenia,ARM,"Apr 12, 2020",10.124
Armenia,ARM,"Apr 13, 2020",15.524
Armenia,ARM,"Apr 14, 2020",8.774
Armenia,ARM,"Apr 15, 2020",24.298
Armenia,ARM,"Apr 16, 2020",16.199
Armenia,ARM,"Apr 17, 2020",14.174
Armenia,ARM,"Apr 18, 2020",15.861
Armenia,ARM,"Apr 19, 2020",14.511
Armenia,ARM,"Apr 20, 2020",16.199
Armenia,ARM,"Apr 21, 2020",20.923
Armenia,ARM,"Apr 22, 2020",24.298
Armenia,ARM,"Apr 23, 2020",16.873
Armenia,ARM,"Apr 24, 2020",24.635
Armenia,ARM,"Apr 25, 2020",27.335
Armenia,ARM,"Apr 26, 2020",23.285
Armenia,ARM,"Apr 27, 2020",20.923
Armenia,ARM,"Apr 28, 2020",19.911
Armenia,ARM,"Apr 29, 2020",21.935
Armenia,ARM,"May 1, 2020",45.221
Armenia,ARM,"May 2, 2020",27.672
Armenia,ARM,"May 3, 2020",42.184
Aruba,ABW,"Mar 13, 2020",18.733
Aruba,ABW,"Mar 20, 2020",18.733
Aruba,ABW,"Mar 24, 2020",74.93
Aruba,ABW,"Mar 25, 2020",46.831
Aruba,ABW,"Mar 26, 2020",18.733
Aruba,ABW,"Mar 27, 2020",84.296
Aruba,ABW,"Mar 30, 2020",206.058
Aruba,ABW,"Apr 1, 2020",46.831
Aruba,ABW,"Apr 3, 2020",46.831
Aruba,ABW,"Apr 4, 2020",18.733
Aruba,ABW,"Apr 5, 2020",18.733
Aruba,ABW,"Apr 7, 2020",65.564
Aruba,ABW,"Apr 8, 2020",28.099
Aruba,ABW,"Apr 9, 2020",28.099
Aruba,ABW,"Apr 10, 2020",46.831
Aruba,ABW,"Apr 11, 2020",37.465
Aruba,ABW,"Apr 12, 2020",56.198
Aruba,ABW,"Apr 16, 2020",9.366
Aruba,ABW,"Apr 17, 2020",18.733
Aruba,ABW,"Apr 18, 2020",9.366
Aruba,ABW,"Apr 20, 2020",9.366
Aruba,ABW,"Apr 23, 2020",28.099
Asia,,"Dec 31, 2019",0.006
Asia,,"Jan 3, 2020",0.004
Asia,,"Jan 5, 2020",0.003
Asia,,"Jan 17, 2020",0.001
Asia,,"Jan 18, 2020",0.004
Asia,,"Jan 19, 2020",0.029
Asia,,"Jan 20, 2020",0.004
Asia,,"Jan 21, 2020",0.033
Asia,,"Jan 22, 2020",0.031
Asia,,"Jan 23, 2020",0.021
Asia,,"Jan 24, 2020",0.057
Asia,,"Jan 25, 2020",0.097
Asia,,"Jan 26, 2020",0.144
Asia,,"Jan 27, 2020",0.171
Asia,,"Jan 28, 2020",0.38
Asia,,"Jan 29, 2020",0.318
Asia,,"Jan 30, 2020",0.378
Asia,,"Jan 31, 2020",0.43
Asia,,"Feb 1, 2020",0.455
Asia,,"Feb 2, 2020",0.561
Asia,,"Feb 3, 2020",0.606
Asia,,"Feb 4, 2020",0.698
Asia,,"Feb 5, 2020",0.839
Asia,,"Feb 6, 2020",0.806
Asia,,"Feb 7, 2020",0.683
Asia,,"Feb 8, 2020",0.74
Asia,,"Feb 9, 2020",0.564
Asia,,"Feb 10, 2020",0.642
Asia,,"Feb 11, 2020",0.538
Asia,,"Feb 12, 2020",0.438
Asia,,"Feb 13, 2020",3.264
Asia,,"Feb 14, 2020",0.898
Asia,,"Feb 15, 2020",0.551
Asia,,"Feb 16, 2020",0.437
Asia,,"Feb 17, 2020",0.445
Asia,,"Feb 18, 2020",0.409
Asia,,"Feb 19, 2020",0.383
Asia,,"Feb 20, 2020",0.098
Asia,,"Feb 21, 2020",0.211
Asia,,"Feb 22, 2020",0.226
Asia,,"Feb 23, 2020",0.204
Asia,,"Feb 24, 2020",0.089
Asia,,"Feb 25, 2020",0.145
Asia,,"Feb 26, 2020",0.163
Asia,,"Feb 27, 2020",0.212
Asia,,"Feb 28, 2020",0.198
Asia,,"Feb 29, 2020",0.329
Asia,,"Mar 1, 2020",0.303
Asia,,"Mar 2, 2020",0.286
Asia,,"Mar 3, 2020",0.274
Asia,,"Mar 4, 2020",0.326
Asia,,"Mar 5, 2020",0.27
Asia,,"Mar 6, 2020",0.292
Asia,,"Mar 7, 2020",0.423
Asia,,"Mar 8, 2020",0.35
Asia,,"Mar 9, 2020",0.251
Asia,,"Mar 10, 2020",0.197
Asia,,"Mar 11, 2020",0.29
Asia,,"Mar 12, 2020",0.351
Asia,,"Mar 13, 2020",0.296
Asia,,"Mar 14, 2020",0.393
Asia,,"Mar 15, 2020",0.388
Asia,,"Mar 16, 2020",0.419
Asia,,"Mar 17, 2020",0.393
Asia,,"Mar 18, 2020",0.421
Asia,,"Mar 19, 2020",0.453
Asia,,"Mar 20, 2020",0.518
Asia,,"Mar 21, 2020",0.547
Asia,,"Mar 22, 2020",0.642
Asia,,"Mar 23, 2020",0.59
Asia,,"Mar 24, 2020",0.693
Asia,,"Mar 25, 2020",0.889
Asia,,"Mar 26, 2020",0.995
Asia,,"Mar 27, 2020",1.161
Asia,,"Mar 28, 2020",1.517
Asia,,"Mar 29, 2020",1.589
Asia,,"Mar 30, 2020",1.532
Asia,,"Mar 31, 2020",1.638
Asia,,"Apr 1, 2020",1.679
Asia,,"Apr 2, 2020",1.816
Asia,,"Apr 3, 2020",1.912
Asia,,"Apr 4, 2020",1.359
Asia,,"Apr 5, 2020",2.657
Asia,,"Apr 6, 2020",2.2
Asia,,"Apr 7, 2020",2.019
Asia,,"Apr 8, 2020",2.072
Asia,,"Apr 9, 2020",2.053
Asia,,"Apr 10, 2020",2.193
Asia,,"Apr 11, 2020",2.381
Asia,,"Apr 12, 2020",2.819
Asia,,"Apr 13, 2020",2.482
Asia,,"Apr 14, 2020",2.534
Asia,,"Apr 15, 2020",2.421
Asia,,"Apr 16, 2020",2.46
Asia,,"Apr 17, 2020",2.799
Asia,,"Apr 18, 2020",2.548
Asia,,"Apr 19, 2020",2.65
Asia,,"Apr 20, 2020",2.653
Asia,,"Apr 21, 2020",3.058
Asia,,"Apr 22, 2020",2.863
Asia,,"Apr 23, 2020",2.474
Asia,,"Apr 24, 2020",2.916
Asia,,"Apr 25, 2020",2.633
Asia,,"Apr 26, 2020",2.875
Asia,,"Apr 27, 2020",2.465
Asia,,"Apr 28, 2020",2.392
Asia,,"Apr 29, 2020",2.522
Asia,,"Apr 30, 2020",2.749
Asia,,"May 1, 2020",2.811
Asia,,"May 2, 2020",2.885
Asia,,"May 3, 2020",2.621
Australia,AUS,"Jan 25, 2020",0.039
Australia,AUS,"Jan 26, 2020",0.118
Australia,AUS,"Jan 30, 2020",0.078
Australia,AUS,"Jan 31, 2020",0.039
Australia,AUS,"Feb 1, 2020",0.078
Australia,AUS,"Feb 2, 2020",0.078
Australia,AUS,"Feb 5, 2020",0.039
Australia,AUS,"Feb 6, 2020",0.039
Australia,AUS,"Feb 7, 2020",0.039
Australia,AUS,"Feb 14, 2020",0.039
Australia,AUS,"Feb 21, 2020",0.078
Australia,AUS,"Feb 22, 2020",0.157
Australia,AUS,"Feb 23, 2020",0.039
Australia,AUS,"Feb 27, 2020",0.039
Australia,AUS,"Feb 29, 2020",0.078
Australia,AUS,"Mar 1, 2020",0.039
Australia,AUS,"Mar 2, 2020",0.118
Australia,AUS,"Mar 3, 2020",0.157
Australia,AUS,"Mar 4, 2020",0.314
Australia,AUS,"Mar 5, 2020",0.431
Australia,AUS,"Mar 6, 2020",0.275
Australia,AUS,"Mar 7, 2020",0.157
Australia,AUS,"Mar 8, 2020",0.431
Australia,AUS,"Mar 9, 2020",0.235
Australia,AUS,"Mar 10, 2020",0.784
Australia,AUS,"Mar 11, 2020",0.471
Australia,AUS,"Mar 12, 2020",0.549
Australia,AUS,"Mar 13, 2020",1.176
Australia,AUS,"Mar 14, 2020",1.608
Australia,AUS,"Mar 15, 2020",2.039
Australia,AUS,"Mar 16, 2020",1.922
Australia,AUS,"Mar 17, 2020",3.02
Australia,AUS,"Mar 18, 2020",3.098
Australia,AUS,"Mar 19, 2020",4.353
Australia,AUS,"Mar 20, 2020",5.647
Australia,AUS,"Mar 21, 2020",6.471
Australia,AUS,"Mar 22, 2020",8.784
Australia,AUS,"Mar 23, 2020",23.961
Australia,AUS,"Mar 24, 2020",4.471
Australia,AUS,"Mar 25, 2020",23.53
Australia,AUS,"Mar 26, 2020",14.745
Australia,AUS,"Mar 27, 2020",14.392
Australia,AUS,"Mar 28, 2020",8.314
Australia,AUS,"Mar 29, 2020",16.902
Australia,AUS,"Mar 30, 2020",11.137
Australia,AUS,"Mar 31, 2020",18.196
Australia,AUS,"Apr 1, 2020",5.882
Australia,AUS,"Apr 2, 2020",10.549
Australia,AUS,"Apr 3, 2020",9.726
Australia,AUS,"Apr 4, 2020",12.706
Australia,AUS,"Apr 5, 2020",5.451
Australia,AUS,"Apr 6, 2020",2.235
Australia,AUS,"Apr 7, 2020",3.922
Australia,AUS,"Apr 8, 2020",4.392
Australia,AUS,"Apr 9, 2020",3.765
Australia,AUS,"Apr 10, 2020",3.922
Australia,AUS,"Apr 11, 2020",3.373
Australia,AUS,"Apr 12, 2020",2
Australia,AUS,"Apr 13, 2020",1.294
Australia,AUS,"Apr 14, 2020",1.725
Australia,AUS,"Apr 15, 2020",1.961
Australia,AUS,"Apr 16, 2020",1.647
Australia,AUS,"Apr 17, 2020",1.529
Australia,AUS,"Apr 18, 2020",1.412
Australia,AUS,"Apr 19, 2020",2.078
Australia,AUS,"Apr 20, 2020",1.02
Australia,AUS,"Apr 21, 2020",0.51
Australia,AUS,"Apr 22, 2020",0.863
Australia,AUS,"Apr 23, 2020",0.275
Australia,AUS,"Apr 24, 2020",0.51
Australia,AUS,"Apr 25, 2020",0.784
Australia,AUS,"Apr 26, 2020",0.627
Australia,AUS,"Apr 27, 2020",0.392
Australia,AUS,"Apr 28, 2020",0.471
Australia,AUS,"Apr 29, 2020",0.51
