Entity,Code,Date,Daily new confirmed deaths due to COVID-19 per million people (deaths per million)
Cambodia,KHM,"Mar 30, 2020",0
Cambodia,KHM,"Mar 31, 2020",0
Cambodia,KHM,"Apr 1, 2020",0
Cambodia,KHM,"Apr 2, 2020",0
Cambodia,KHM,"Apr 3, 2020",0
Cambodia,KHM,"Apr 4, 2020",0
Cambodia,KHM,"Apr 5, 2020",0
Cambodia,KHM,"Apr 6, 2020",0
Cambodia,KHM,"Apr 7, 2020",0
Cambodia,KHM,"Apr 8, 2020",0
Cambodia,KHM,"Apr 9, 2020",0
Cambodia,KHM,"Apr 10, 2020",0
Cambodia,KHM,"Apr 11, 2020",0
Cambodia,KHM,"Apr 12, 2020",0
Cambodia,KHM,"Apr 13, 2020",0
Cambodia,KHM,"Apr 14, 2020",0
Cambodia,KHM,"Apr 15, 2020",0
Cambodia,KHM,"Apr 16, 2020",0
Cambodia,KHM,"Apr 17, 2020",0
Cambodia,KHM,"Apr 18, 2020",0
Cambodia,KHM,"Apr 19, 2020",0
Cambodia,KHM,"Apr 20, 2020",0
Cambodia,KHM,"Apr 21, 2020",0
Cambodia,KHM,"Apr 22, 2020",0
Cambodia,KHM,"Apr 23, 2020",0
Cambodia,KHM,"Apr 24, 2020",0
Cameroon,CMR,"Mar 7, 2020",0
Cameroon,CMR,"Mar 9, 2020",0
Cameroon,CMR,"Mar 15, 2020",0
Cameroon,CMR,"Mar 16, 2020",0
Cameroon,CMR,"Mar 17, 2020",0
Cameroon,CMR,"Mar 18, 2020",0
Cameroon,CMR,"Mar 19, 2020",0
Cameroon,CMR,"Mar 20, 2020",0
Cameroon,CMR,"Mar 21, 2020",0
Cameroon,CMR,"Mar 22, 2020",0
Cameroon,CMR,"Mar 23, 2020",0
Cameroon,CMR,"Mar 24, 2020",0
Cameroon,CMR,"Mar 25, 2020",0.037670651819808915
Cameroon,CMR,"Mar 26, 2020",0
Cameroon,CMR,"Mar 27, 2020",0
Cameroon,CMR,"Mar 28, 2020",0
Cameroon,CMR,"Mar 29, 2020",0.037670651819808915
Cameroon,CMR,"Mar 30, 2020",0
Cameroon,CMR,"Mar 31, 2020",0
Cameroon,CMR,"Apr 1, 2020",0.15068260727923566
Cameroon,CMR,"Apr 2, 2020",0
Cameroon,CMR,"Apr 3, 2020",0.037670651819808915
Cameroon,CMR,"Apr 4, 2020",0.037670651819808915
Cameroon,CMR,"Apr 5, 2020",0.037670651819808915
Cameroon,CMR,"Apr 6, 2020",0
Cameroon,CMR,"Apr 7, 2020",0
Cameroon,CMR,"Apr 8, 2020",0
Cameroon,CMR,"Apr 9, 2020",0.037670651819808915
Cameroon,CMR,"Apr 10, 2020",0
Cameroon,CMR,"Apr 11, 2020",0
Cameroon,CMR,"Apr 12, 2020",0.037670651819808915
Cameroon,CMR,"Apr 13, 2020",0.037670651819808915
Cameroon,CMR,"Apr 14, 2020",0
Cameroon,CMR,"Apr 15, 2020",0.18835325909904457
Cameroon,CMR,"Apr 16, 2020",0
Cameroon,CMR,"Apr 17, 2020",0.15068260727923566
Cameroon,CMR,"Apr 18, 2020",0
Cameroon,CMR,"Apr 19, 2020",0
Cameroon,CMR,"Apr 20, 2020",0.7910836882159872
Cameroon,CMR,"Apr 21, 2020",0
Cameroon,CMR,"Apr 22, 2020",0
Cameroon,CMR,"Apr 23, 2020",0.037670651819808915
Cameroon,CMR,"Apr 24, 2020",0.2260239109188535
Canada,CAN,"Dec 31, 2019",0
Canada,CAN,"Jan 1, 2020",0
Canada,CAN,"Jan 2, 2020",0
Canada,CAN,"Jan 3, 2020",0
Canada,CAN,"Jan 4, 2020",0
Canada,CAN,"Jan 5, 2020",0
Canada,CAN,"Jan 6, 2020",0
Canada,CAN,"Jan 7, 2020",0
Canada,CAN,"Jan 8, 2020",0
Canada,CAN,"Jan 9, 2020",0
Canada,CAN,"Jan 10, 2020",0
Canada,CAN,"Jan 11, 2020",0
Canada,CAN,"Jan 12, 2020",0
Canada,CAN,"Jan 13, 2020",0
Canada,CAN,"Jan 14, 2020",0
Canada,CAN,"Jan 15, 2020",0
Canada,CAN,"Jan 16, 2020",0
Canada,CAN,"Jan 17, 2020",0
Canada,CAN,"Jan 18, 2020",0
Canada,CAN,"Jan 19, 2020",0
Canada,CAN,"Jan 20, 2020",0
Canada,CAN,"Jan 21, 2020",0
Canada,CAN,"Jan 22, 2020",0
Canada,CAN,"Jan 23, 2020",0
Canada,CAN,"Jan 24, 2020",0
Canada,CAN,"Jan 25, 2020",0
Canada,CAN,"Jan 26, 2020",0
Canada,CAN,"Jan 27, 2020",0
Canada,CAN,"Jan 28, 2020",0
Canada,CAN,"Jan 29, 2020",0
Canada,CAN,"Jan 30, 2020",0
Canada,CAN,"Jan 31, 2020",0
Canada,CAN,"Feb 1, 2020",0
Canada,CAN,"Feb 2, 2020",0
Canada,CAN,"Feb 3, 2020",0
Canada,CAN,"Feb 4, 2020",0
Canada,CAN,"Feb 5, 2020",0
Canada,CAN,"Feb 6, 2020",0
Canada,CAN,"Feb 7, 2020",0
Canada,CAN,"Feb 8, 2020",0
Canada,CAN,"Feb 9, 2020",0
Canada,CAN,"Feb 10, 2020",0
Canada,CAN,"Feb 11, 2020",0
Canada,CAN,"Feb 12, 2020",0
Canada,CAN,"Feb 13, 2020",0
Canada,CAN,"Feb 14, 2020",0
Canada,CAN,"Feb 15, 2020",0
Canada,CAN,"Feb 16, 2020",0
Canada,CAN,"Feb 17, 2020",0
Canada,CAN,"Feb 18, 2020",0
Canada,CAN,"Feb 19, 2020",0
Canada,CAN,"Feb 20, 2020",0
Canada,CAN,"Feb 21, 2020",0
Canada,CAN,"Feb 22, 2020",0
Canada,CAN,"Feb 23, 2020",0
Canada,CAN,"Feb 24, 2020",0
Canada,CAN,"Feb 25, 2020",0
Canada,CAN,"Feb 26, 2020",0
Canada,CAN,"Feb 27, 2020",0
Canada,CAN,"Feb 28, 2020",0
Canada,CAN,"Feb 29, 2020",0
Canada,CAN,"Mar 1, 2020",0
Canada,CAN,"Mar 2, 2020",0
Canada,CAN,"Mar 3, 2020",0
Canada,CAN,"Mar 4, 2020",0
Canada,CAN,"Mar 5, 2020",0
Canada,CAN,"Mar 6, 2020",0
Canada,CAN,"Mar 7, 2020",0
Canada,CAN,"Mar 8, 2020",0
Canada,CAN,"Mar 9, 2020",0
Canada,CAN,"Mar 10, 2020",0.02649557098710601
Canada,CAN,"Mar 11, 2020",0
Canada,CAN,"Mar 12, 2020",0
Canada,CAN,"Mar 13, 2020",0
Canada,CAN,"Mar 14, 2020",0
Canada,CAN,"Mar 15, 2020",0
Canada,CAN,"Mar 16, 2020",0
Canada,CAN,"Mar 17, 2020",0.07948671296131803
Canada,CAN,"Mar 18, 2020",0.10598228394842404
Canada,CAN,"Mar 19, 2020",0.02649557098710601
Canada,CAN,"Mar 20, 2020",0.02649557098710601
Canada,CAN,"Mar 21, 2020",0.05299114197421202
Canada,CAN,"Mar 22, 2020",0.15897342592263605
Canada,CAN,"Mar 23, 2020",0.05299114197421202
Canada,CAN,"Mar 24, 2020",0.10598228394842404
Canada,CAN,"Mar 25, 2020",0.07948671296131803
Canada,CAN,"Mar 26, 2020",0.2119645678968481
Canada,CAN,"Mar 27, 2020",0.10598228394842404
Canada,CAN,"Mar 28, 2020",0.37093799381948417
Canada,CAN,"Mar 29, 2020",0.18546899690974208
Canada,CAN,"Mar 30, 2020",0.02649557098710601
Canada,CAN,"Mar 31, 2020",0.7418759876389683
Canada,CAN,"Apr 1, 2020",0.18546899690974208
Canada,CAN,"Apr 2, 2020",0.34444242283237814
Canada,CAN,"Apr 3, 2020",0.7683715586260743
Canada,CAN,"Apr 4, 2020",1.2982829783681946
Canada,CAN,"Apr 5, 2020",1.1658051234326645
Canada,CAN,"Apr 6, 2020",1.2982829783681946
Canada,CAN,"Apr 7, 2020",1.1393095524455585
Canada,CAN,"Apr 8, 2020",1.5102475462650427
Canada,CAN,"Apr 9, 2020",1.4572564042908307
Canada,CAN,"Apr 10, 2020",1.9606722530458447
Canada,CAN,"Apr 11, 2020",1.5897342592263606
Canada,CAN,"Apr 12, 2020",2.2256279629169047
Canada,CAN,"Apr 13, 2020",1.6957165431747847
Canada,CAN,"Apr 14, 2020",1.6692209721876787
Canada,CAN,"Apr 15, 2020",3.2589552314140393
Canada,CAN,"Apr 16, 2020",2.8350260956203432
Canada,CAN,"Apr 17, 2020",4.8486894906404
Canada,CAN,"Apr 18, 2020",3.0734862345042973
Canada,CAN,"Apr 19, 2020",4.18630021596275
Canada,CAN,"Apr 20, 2020",2.993999521542979
Canada,CAN,"Apr 21, 2020",2.9145128085816614
Canada,CAN,"Apr 22, 2020",3.8153622221432655
Canada,CAN,"Apr 23, 2020",3.7093799381948416
Canada,CAN,"Apr 24, 2020",4.557238209782234
Cape Verde,CPV,"Mar 21, 2020",0
Cape Verde,CPV,"Mar 22, 2020",0
Cape Verde,CPV,"Mar 23, 2020",0
Cape Verde,CPV,"Mar 24, 2020",0
Cape Verde,CPV,"Mar 25, 2020",1.7985999697835204
Cape Verde,CPV,"Mar 26, 2020",0
Cape Verde,CPV,"Mar 27, 2020",0
Cape Verde,CPV,"Mar 28, 2020",0
Cape Verde,CPV,"Mar 29, 2020",0
Cape Verde,CPV,"Mar 30, 2020",0
Cape Verde,CPV,"Mar 31, 2020",0
Cape Verde,CPV,"Apr 1, 2020",0
Cape Verde,CPV,"Apr 2, 2020",0
Cape Verde,CPV,"Apr 3, 2020",0
Cape Verde,CPV,"Apr 4, 2020",0
Cape Verde,CPV,"Apr 5, 2020",0
Cape Verde,CPV,"Apr 6, 2020",0
Cape Verde,CPV,"Apr 7, 2020",0
Cape Verde,CPV,"Apr 8, 2020",0
Cape Verde,CPV,"Apr 9, 2020",0
Cape Verde,CPV,"Apr 10, 2020",0
Cape Verde,CPV,"Apr 11, 2020",0
Cape Verde,CPV,"Apr 12, 2020",0
Cape Verde,CPV,"Apr 13, 2020",0
Cape Verde,CPV,"Apr 14, 2020",0
Cape Verde,CPV,"Apr 15, 2020",0
Cape Verde,CPV,"Apr 16, 2020",0
Cape Verde,CPV,"Apr 17, 2020",0
Cape Verde,CPV,"Apr 18, 2020",0
Cape Verde,CPV,"Apr 19, 2020",0
Cape Verde,CPV,"Apr 20, 2020",0
Cape Verde,CPV,"Apr 21, 2020",0
Cape Verde,CPV,"Apr 22, 2020",0
Cape Verde,CPV,"Apr 23, 2020",0
Cape Verde,CPV,"Apr 24, 2020",0
Cayman Islands,CYM,"Mar 20, 2020",0
Cayman Islands,CYM,"Mar 21, 2020",15.216068167985393
Cayman Islands,CYM,"Mar 22, 2020",0
Cayman Islands,CYM,"Mar 23, 2020",0
Cayman Islands,CYM,"Mar 24, 2020",0
Cayman Islands,CYM,"Mar 25, 2020",0
Cayman Islands,CYM,"Mar 26, 2020",0
Cayman Islands,CYM,"Mar 27, 2020",0
Cayman Islands,CYM,"Mar 28, 2020",0
Cayman Islands,CYM,"Mar 29, 2020",0
Cayman Islands,CYM,"Mar 30, 2020",0
Cayman Islands,CYM,"Mar 31, 2020",0
Cayman Islands,CYM,"Apr 1, 2020",0
Cayman Islands,CYM,"Apr 2, 2020",0
Cayman Islands,CYM,"Apr 3, 2020",0
Cayman Islands,CYM,"Apr 4, 2020",0
Cayman Islands,CYM,"Apr 5, 2020",0
Cayman Islands,CYM,"Apr 6, 2020",0
Cayman Islands,CYM,"Apr 7, 2020",0
Cayman Islands,CYM,"Apr 8, 2020",0
Cayman Islands,CYM,"Apr 9, 2020",0
Cayman Islands,CYM,"Apr 10, 2020",0
Cayman Islands,CYM,"Apr 11, 2020",0
Cayman Islands,CYM,"Apr 12, 2020",0
Cayman Islands,CYM,"Apr 13, 2020",0
Cayman Islands,CYM,"Apr 14, 2020",0
Cayman Islands,CYM,"Apr 15, 2020",0
Cayman Islands,CYM,"Apr 16, 2020",0
Cayman Islands,CYM,"Apr 17, 2020",0
Cayman Islands,CYM,"Apr 18, 2020",0
Cayman Islands,CYM,"Apr 19, 2020",0
Cayman Islands,CYM,"Apr 20, 2020",0
Cayman Islands,CYM,"Apr 21, 2020",0
Cayman Islands,CYM,"Apr 22, 2020",0
Cayman Islands,CYM,"Apr 23, 2020",0
Cayman Islands,CYM,"Apr 24, 2020",0
Central African Republic,CAF,"Mar 16, 2020",0
Central African Republic,CAF,"Mar 17, 2020",0
Central African Republic,CAF,"Mar 18, 2020",0
Central African Republic,CAF,"Mar 19, 2020",0
Central African Republic,CAF,"Mar 20, 2020",0
Central African Republic,CAF,"Mar 21, 2020",0
Central African Republic,CAF,"Mar 22, 2020",0
Central African Republic,CAF,"Mar 23, 2020",0
Central African Republic,CAF,"Mar 24, 2020",0
Central African Republic,CAF,"Mar 25, 2020",0
Central African Republic,CAF,"Mar 26, 2020",0
Central African Republic,CAF,"Mar 27, 2020",0
Central African Republic,CAF,"Mar 28, 2020",0
Central African Republic,CAF,"Mar 29, 2020",0
Central African Republic,CAF,"Mar 30, 2020",0
Central African Republic,CAF,"Mar 31, 2020",0
Central African Republic,CAF,"Apr 1, 2020",0
Central African Republic,CAF,"Apr 2, 2020",0
Central African Republic,CAF,"Apr 3, 2020",0
Central African Republic,CAF,"Apr 4, 2020",0
Central African Republic,CAF,"Apr 5, 2020",0
Central African Republic,CAF,"Apr 6, 2020",0
Central African Republic,CAF,"Apr 7, 2020",0
Central African Republic,CAF,"Apr 8, 2020",0
Central African Republic,CAF,"Apr 9, 2020",0
Central African Republic,CAF,"Apr 10, 2020",0
Central African Republic,CAF,"Apr 11, 2020",0
Central African Republic,CAF,"Apr 12, 2020",0
Central African Republic,CAF,"Apr 13, 2020",0
Central African Republic,CAF,"Apr 14, 2020",0
Central African Republic,CAF,"Apr 15, 2020",0
Central African Republic,CAF,"Apr 16, 2020",0
Central African Republic,CAF,"Apr 17, 2020",0
Central African Republic,CAF,"Apr 18, 2020",0
Central African Republic,CAF,"Apr 19, 2020",0
Central African Republic,CAF,"Apr 20, 2020",0
Central African Republic,CAF,"Apr 21, 2020",0
Central African Republic,CAF,"Apr 22, 2020",0
Central African Republic,CAF,"Apr 23, 2020",0
Central African Republic,CAF,"Apr 24, 2020",0
Chad,TCD,"Mar 20, 2020",0
Chad,TCD,"Mar 21, 2020",0
Chad,TCD,"Mar 22, 2020",0
Chad,TCD,"Mar 23, 2020",0
Chad,TCD,"Mar 24, 2020",0
Chad,TCD,"Mar 25, 2020",0
Chad,TCD,"Mar 26, 2020",0
Chad,TCD,"Mar 27, 2020",0
Chad,TCD,"Mar 28, 2020",0
Chad,TCD,"Mar 29, 2020",0
Chad,TCD,"Mar 30, 2020",0
Chad,TCD,"Mar 31, 2020",0
Chad,TCD,"Apr 1, 2020",0
Chad,TCD,"Apr 2, 2020",0
Chad,TCD,"Apr 3, 2020",0
Chad,TCD,"Apr 4, 2020",0
Chad,TCD,"Apr 5, 2020",0
Chad,TCD,"Apr 6, 2020",0
Chad,TCD,"Apr 7, 2020",0
Chad,TCD,"Apr 8, 2020",0
Chad,TCD,"Apr 9, 2020",0
Chad,TCD,"Apr 10, 2020",0
Chad,TCD,"Apr 11, 2020",0
Chad,TCD,"Apr 12, 2020",0
Chad,TCD,"Apr 13, 2020",0
Chad,TCD,"Apr 14, 2020",0
Chad,TCD,"Apr 15, 2020",0
Chad,TCD,"Apr 16, 2020",0
Chad,TCD,"Apr 17, 2020",0
Chad,TCD,"Apr 18, 2020",0
Chad,TCD,"Apr 19, 2020",0
Chad,TCD,"Apr 20, 2020",0
Chad,TCD,"Apr 21, 2020",0
Chad,TCD,"Apr 22, 2020",0
Chad,TCD,"Apr 23, 2020",0
Chad,TCD,"Apr 24, 2020",0
Chile,CHL,"Mar 4, 2020",0
Chile,CHL,"Mar 5, 2020",0
Chile,CHL,"Mar 6, 2020",0
Chile,CHL,"Mar 7, 2020",0
Chile,CHL,"Mar 9, 2020",0
Chile,CHL,"Mar 10, 2020",0
Chile,CHL,"Mar 11, 2020",0
Chile,CHL,"Mar 12, 2020",0
Chile,CHL,"Mar 13, 2020",0
Chile,CHL,"Mar 14, 2020",0
Chile,CHL,"Mar 15, 2020",0
Chile,CHL,"Mar 16, 2020",0
Chile,CHL,"Mar 17, 2020",0
Chile,CHL,"Mar 18, 2020",0
Chile,CHL,"Mar 19, 2020",0
Chile,CHL,"Mar 20, 2020",0
Chile,CHL,"Mar 21, 2020",0
Chile,CHL,"Mar 22, 2020",0
Chile,CHL,"Mar 23, 2020",0.05231162726877489
Chile,CHL,"Mar 24, 2020",0.05231162726877489
Chile,CHL,"Mar 25, 2020",0
Chile,CHL,"Mar 26, 2020",0.05231162726877489
Chile,CHL,"Mar 27, 2020",0.05231162726877489
Chile,CHL,"Mar 28, 2020",0.05231162726877489
Chile,CHL,"Mar 29, 2020",0.05231162726877489
Chile,CHL,"Mar 30, 2020",0.05231162726877489
Chile,CHL,"Mar 31, 2020",0.05231162726877489
Chile,CHL,"Apr 1, 2020",0.20924650907509956
Chile,CHL,"Apr 2, 2020",0.20924650907509956
Chile,CHL,"Apr 3, 2020",0.10462325453754978
Chile,CHL,"Apr 4, 2020",0.20924650907509956
Chile,CHL,"Apr 5, 2020",0.2615581363438744
Chile,CHL,"Apr 6, 2020",0.3661813908814242
Chile,CHL,"Apr 7, 2020",0.15693488180632467
Chile,CHL,"Apr 8, 2020",0.31386976361264934
Chile,CHL,"Apr 9, 2020",0.2615581363438744
Chile,CHL,"Apr 10, 2020",0.470804645418974
Chile,CHL,"Apr 11, 2020",0.4184930181501991
Chile,CHL,"Apr 12, 2020",0.4184930181501991
Chile,CHL,"Apr 13, 2020",0.3661813908814242
Chile,CHL,"Apr 14, 2020",0.10462325453754978
Chile,CHL,"Apr 15, 2020",0.5231162726877489
Chile,CHL,"Apr 16, 2020",0.10462325453754978
Chile,CHL,"Apr 17, 2020",0.5754278999565238
Chile,CHL,"Apr 18, 2020",0.5754278999565238
Chile,CHL,"Apr 19, 2020",0.5231162726877489
Chile,CHL,"Apr 20, 2020",0.3661813908814242
Chile,CHL,"Apr 21, 2020",0.31386976361264934
Chile,CHL,"Apr 22, 2020",0.4184930181501991
Chile,CHL,"Apr 23, 2020",0.6800511544940735
Chile,CHL,"Apr 24, 2020",0.4184930181501991
China,CHN,"Dec 31, 2019",0
China,CHN,"Jan 1, 2020",0
China,CHN,"Jan 2, 2020",0
China,CHN,"Jan 3, 2020",0
China,CHN,"Jan 4, 2020",0
China,CHN,"Jan 5, 2020",0
China,CHN,"Jan 6, 2020",0
China,CHN,"Jan 7, 2020",0
China,CHN,"Jan 8, 2020",0
China,CHN,"Jan 9, 2020",0
China,CHN,"Jan 10, 2020",0
China,CHN,"Jan 11, 2020",0.0006947707097346952
China,CHN,"Jan 12, 2020",0
China,CHN,"Jan 13, 2020",0
China,CHN,"Jan 14, 2020",0
China,CHN,"Jan 15, 2020",0.0006947707097346952
China,CHN,"Jan 16, 2020",0
China,CHN,"Jan 17, 2020",0
China,CHN,"Jan 18, 2020",0
China,CHN,"Jan 19, 2020",0.0006947707097346952
China,CHN,"Jan 20, 2020",0
China,CHN,"Jan 21, 2020",0.0020843121292040854
China,CHN,"Jan 22, 2020",0.007642477807081647
China,CHN,"Jan 23, 2020",0
China,CHN,"Jan 24, 2020",0.006252936387612257
China,CHN,"Jan 25, 2020",0.010421560646020428
China,CHN,"Jan 26, 2020",0.010421560646020428
China,CHN,"Jan 27, 2020",0.01736926774336738
China,CHN,"Jan 28, 2020",0.01736926774336738
China,CHN,"Jan 29, 2020",0.018064038453102074
China,CHN,"Jan 30, 2020",0.026401286969918416
China,CHN,"Jan 31, 2020",0.029875140518591893
China,CHN,"Feb 1, 2020",0.031959452647795976
China,CHN,"Feb 2, 2020",0.031264681938061284
China,CHN,"Feb 3, 2020",0.03960193045487763
China,CHN,"Feb 4, 2020",0.045160096132755186
China,CHN,"Feb 5, 2020",0.045854866842489884
China,CHN,"Feb 6, 2020",0.05002349110089806
China,CHN,"Feb 7, 2020",0.05071826181063275
China,CHN,"Feb 8, 2020",0.059750281037183786
China,CHN,"Feb 9, 2020",0.061834593166387876
China,CHN,"Feb 10, 2020",0.06739275884426543
China,CHN,"Feb 11, 2020",0.07503523665134708
China,CHN,"Feb 12, 2020",0.06739275884426543
China,CHN,"Feb 13, 2020",0.17647176027261258
China,CHN,"Feb 14, 2020",0.009032019226551037
China,CHN,"Feb 15, 2020",0.09935221149206142
China,CHN,"Feb 16, 2020",0.09865744078232672
China,CHN,"Feb 17, 2020",0.072950924522143
China,CHN,"Feb 18, 2020",0.06808752955400013
China,CHN,"Feb 19, 2020",0.09657312865312263
China,CHN,"Feb 20, 2020",0.07781431949028586
China,CHN,"Feb 21, 2020",0.08198294374869404
China,CHN,"Feb 22, 2020",0.07573000736108178
China,CHN,"Feb 23, 2020",0.06808752955400013
China,CHN,"Feb 24, 2020",0.10421560646020428
China,CHN,"Feb 25, 2020",0.048633949681428666
China,CHN,"Feb 26, 2020",0.03612807690620415
China,CHN,"Feb 27, 2020",0.02014835058230616
China,CHN,"Feb 28, 2020",0.03056991122832659
China,CHN,"Feb 29, 2020",0.032654223357530675
China,CHN,"Mar 1, 2020",0.024316974840714333
China,CHN,"Mar 2, 2020",0.029180369808857198
China,CHN,"Mar 3, 2020",0.022232662711510247
China,CHN,"Mar 4, 2020",0.025706516260183724
China,CHN,"Mar 5, 2020",0.02153789200177555
China,CHN,"Mar 6, 2020",0.020843121292040856
China,CHN,"Mar 7, 2020",0.019453579872571465
China,CHN,"Mar 8, 2020",0.01875880916283677
China,CHN,"Mar 9, 2020",0.015979726323897988
China,CHN,"Mar 10, 2020",0.011811102065489819
China,CHN,"Mar 11, 2020",0.015284955614163294
China,CHN,"Mar 12, 2020",0.007642477807081647
China,CHN,"Mar 13, 2020",0.004863394968142866
China,CHN,"Mar 14, 2020",0.010421560646020428
China,CHN,"Mar 15, 2020",0.006252936387612257
China,CHN,"Mar 16, 2020",0.009032019226551037
China,CHN,"Mar 17, 2020",0.006252936387612257
China,CHN,"Mar 18, 2020",0.011116331355755123
China,CHN,"Mar 19, 2020",0.005558165677877562
China,CHN,"Mar 20, 2020",0.002779082838938781
China,CHN,"Mar 21, 2020",0.004168624258408171
China,CHN,"Mar 22, 2020",0.004168624258408171
China,CHN,"Mar 23, 2020",0.006252936387612257
China,CHN,"Mar 24, 2020",0.004863394968142866
China,CHN,"Mar 25, 2020",0.002779082838938781
China,CHN,"Mar 26, 2020",0.004168624258408171
China,CHN,"Mar 27, 2020",0.003473853548673476
China,CHN,"Mar 28, 2020",0.0020843121292040854
China,CHN,"Mar 29, 2020",0.003473853548673476
China,CHN,"Mar 30, 2020",0.0013895414194693904
China,CHN,"Mar 31, 2020",0.0020843121292040854
China,CHN,"Apr 1, 2020",0.0006947707097346952
China,CHN,"Apr 2, 2020",0.004168624258408171
China,CHN,"Apr 3, 2020",0.006947707097346952
China,CHN,"Apr 4, 2020",0.002779082838938781
China,CHN,"Apr 5, 2020",0.0020843121292040854
China,CHN,"Apr 6, 2020",0.0013895414194693904
China,CHN,"Apr 7, 2020",0
China,CHN,"Apr 8, 2020",0.0013895414194693904
China,CHN,"Apr 9, 2020",0.0013895414194693904
China,CHN,"Apr 10, 2020",0.0006947707097346952
China,CHN,"Apr 11, 2020",0.0020843121292040854
China,CHN,"Apr 12, 2020",0
China,CHN,"Apr 13, 2020",0.0013895414194693904
China,CHN,"Apr 14, 2020",0
China,CHN,"Apr 15, 2020",0.0006947707097346952
China,CHN,"Apr 16, 2020",0
China,CHN,"Apr 17, 2020",0.8962542155577568
China,CHN,"Apr 18, 2020",0
China,CHN,"Apr 19, 2020",0
China,CHN,"Apr 20, 2020",0
China,CHN,"Apr 21, 2020",0
China,CHN,"Apr 22, 2020",0
China,CHN,"Apr 23, 2020",0
China,CHN,"Apr 24, 2020",0
Colombia,COL,"Mar 7, 2020",0
Colombia,COL,"Mar 10, 2020",0
Colombia,COL,"Mar 12, 2020",0
Colombia,COL,"Mar 14, 2020",0
Colombia,COL,"Mar 15, 2020",0
Colombia,COL,"Mar 16, 2020",0
Colombia,COL,"Mar 17, 2020",0
Colombia,COL,"Mar 18, 2020",0
Colombia,COL,"Mar 19, 2020",0
Colombia,COL,"Mar 20, 2020",0
Colombia,COL,"Mar 21, 2020",0
Colombia,COL,"Mar 22, 2020",0.01965297407277465
Colombia,COL,"Mar 23, 2020",0.01965297407277465
Colombia,COL,"Mar 24, 2020",0.01965297407277465
Colombia,COL,"Mar 25, 2020",0
Colombia,COL,"Mar 26, 2020",0.01965297407277465
Colombia,COL,"Mar 27, 2020",0.0393059481455493
Colombia,COL,"Mar 28, 2020",0
Colombia,COL,"Mar 29, 2020",0
Colombia,COL,"Mar 30, 2020",0.0786118962910986
Colombia,COL,"Mar 31, 2020",0.0786118962910986
Colombia,COL,"Apr 1, 2020",0.0393059481455493
Colombia,COL,"Apr 2, 2020",0.01965297407277465
Colombia,COL,"Apr 3, 2020",0.0393059481455493
Colombia,COL,"Apr 4, 2020",0.11791784443664789
Colombia,COL,"Apr 5, 2020",0.13757081850942254
Colombia,COL,"Apr 6, 2020",0.058958922218323946
Colombia,COL,"Apr 7, 2020",0.21618271480052115
Colombia,COL,"Apr 8, 2020",0.0786118962910986
Colombia,COL,"Apr 9, 2020",0.09826487036387326
Colombia,COL,"Apr 10, 2020",0.2751416370188451
Colombia,COL,"Apr 11, 2020",0.21618271480052115
Colombia,COL,"Apr 12, 2020",0.393059481455493
Colombia,COL,"Apr 13, 2020",0.17687676665497185
Colombia,COL,"Apr 14, 2020",0.058958922218323946
Colombia,COL,"Apr 15, 2020",0.29479461109161975
Colombia,COL,"Apr 16, 2020",0.0786118962910986
Colombia,COL,"Apr 17, 2020",0.2554886629460704
Colombia,COL,"Apr 18, 2020",0.17687676665497185
Colombia,COL,"Apr 19, 2020",0.2554886629460704
Colombia,COL,"Apr 20, 2020",0.2554886629460704
Colombia,COL,"Apr 21, 2020",0.1965297407277465
Colombia,COL,"Apr 22, 2020",0.13757081850942254
Colombia,COL,"Apr 23, 2020",0.1965297407277465
Colombia,COL,"Apr 24, 2020",0.17687676665497185
Congo,COG,"Mar 16, 2020",0
Congo,COG,"Mar 17, 2020",0
Congo,COG,"Mar 18, 2020",0
Congo,COG,"Mar 19, 2020",0
Congo,COG,"Mar 20, 2020",0
Congo,COG,"Mar 21, 2020",0
Congo,COG,"Mar 22, 2020",0
Congo,COG,"Mar 23, 2020",0
Congo,COG,"Mar 24, 2020",0
Congo,COG,"Mar 25, 2020",0
Congo,COG,"Mar 26, 2020",0
Congo,COG,"Mar 27, 2020",0
Congo,COG,"Mar 28, 2020",0
Congo,COG,"Mar 29, 2020",0
Congo,COG,"Mar 30, 2020",0
Congo,COG,"Mar 31, 2020",0
Congo,COG,"Apr 1, 2020",0.36244412017777156
Congo,COG,"Apr 2, 2020",0
Congo,COG,"Apr 3, 2020",0.18122206008888578
Congo,COG,"Apr 4, 2020",0
Congo,COG,"Apr 5, 2020",0.36244412017777156
Congo,COG,"Apr 6, 2020",0
Congo,COG,"Apr 7, 2020",0
Congo,COG,"Apr 8, 2020",0
Congo,COG,"Apr 9, 2020",0
Congo,COG,"Apr 10, 2020",0
Congo,COG,"Apr 11, 2020",0
Congo,COG,"Apr 12, 2020",0
Congo,COG,"Apr 13, 2020",0
Congo,COG,"Apr 14, 2020",0
Congo,COG,"Apr 15, 2020",0
Congo,COG,"Apr 16, 2020",0
Congo,COG,"Apr 17, 2020",0
Congo,COG,"Apr 18, 2020",0.18122206008888578
Congo,COG,"Apr 19, 2020",0
Congo,COG,"Apr 20, 2020",0
Congo,COG,"Apr 21, 2020",0
Congo,COG,"Apr 22, 2020",0
Congo,COG,"Apr 23, 2020",0
